date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Oct%202024%2018:43:43%20GMT	http://sistemadulino.com.br/media/inclusionAcademy/inclusion.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/inclusionAcademy/inclusion-2.jpg	(from https://sistemadulino.com.br/)
15:44:38	4282/4282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dulino_azul.4110d7e502.svg%22	https://sistemadulino.com.br/dulino_azul.svg	C:/https___sistemadulino.com.br/sistemadulino.com.br/dulino_azul.svg	(from https://sistemadulino.com.br/)
15:44:38	43123/43123	---M--	200	added ('OK')	image/jpeg	etag:%22media/inclusionAcademy/inclusion.929b2b033f.jpg%22	https://sistemadulino.com.br/media/inclusionAcademy/inclusion.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/inclusionAcademy/inclusion-2.jpg	(from https://sistemadulino.com.br/)
15:44:38	164851/164851	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Oct%202024%2018:43:44%20GMT	https://sistemadulino.com.br/download	C:/https___sistemadulino.com.br/sistemadulino.com.br/download.html	(from https://sistemadulino.com.br/)
15:44:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Oct%202024%2018:43:44%20GMT	http://mamonas.sistemadulino.com.br/mamonas.iife.js	C:/https___sistemadulino.com.br/mamonas.sistemadulino.com.br/mamonas.iife.3c.delayed	(from https://sistemadulino.com.br/)
15:44:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Oct%202024%2018:43:46%20GMT	http://sistemadulino.com.br/scripts/index.js	C:/https___sistemadulino.com.br/sistemadulino.com.br/scripts/index.js	(from https://sistemadulino.com.br/)
15:44:40	206488/206488	---MCZ	200	added ('OK')	application/javascript	etag:W/%2251e6e60aba10d1611d7d3d595df4c21d%22	https://mamonas.sistemadulino.com.br/mamonas.iife.js	C:/https___sistemadulino.com.br/mamonas.sistemadulino.com.br/mamonas.iife.js	(from https://sistemadulino.com.br/)
15:44:40	1021/1021	---MCZ	200	added ('OK')	application/javascript	etag:W/%22scripts/index.a95d02051a.js%22	https://sistemadulino.com.br/scripts/index.js	C:/https___sistemadulino.com.br/sistemadulino.com.br/scripts/index.js	(from https://sistemadulino.com.br/)
15:44:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Oct%202024%2018:43:46%20GMT	http://sistemadulino.com.br/sw.js	C:/https___sistemadulino.com.br/sistemadulino.com.br/sw.js	(from https://sistemadulino.com.br/)
15:44:42	826/826	---MCZ	200	added ('OK')	application/javascript	etag:W/%22sw.4548ead54e.js%22	https://sistemadulino.com.br/sw.js	C:/https___sistemadulino.com.br/sistemadulino.com.br/sw.js	(from https://sistemadulino.com.br/)
15:44:42	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2003%20Oct%202024%2018:43:48%20GMT	https://sistemadulino.com.br/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/https___sistemadulino.com.br/sistemadulino.com.br/cdn-cgi/challenge-platform/scripts/jsd/main.42.delayed	(from https://sistemadulino.com.br/)
15:44:43	8018/8018	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2003%20Oct%202024%2018:43:48%20GMT	https://sistemadulino.com.br/cdn-cgi/challenge-platform/h/g/scripts/jsd/ec4b873d446c/main.js?	C:/https___sistemadulino.com.br/sistemadulino.com.br/cdn-cgi/challenge-platform/h/g/scripts/jsd/ec4b873d446c/maind41d.js	(from https://sistemadulino.com.br/)
15:44:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Oct%202024%2018:43:48%20GMT	http://sistemadulino.com.br/media/howWorks/imagem_meninoMobile.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/imagem_meninoMobile.jpg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:43	58305/58305	---M--	200	added ('OK')	image/jpeg	etag:%22media/howWorks/imagem_meninoMobile.1a6ed5af28.jpg%22	https://sistemadulino.com.br/media/howWorks/imagem_meninoMobile.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/imagem_meninoMobile.jpg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:45	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Oct%202024%2018:43:48%20GMT	http://sistemadulino.com.br/media/howWorks/imagem_menino.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/imagem_menino.jpg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Oct%202024%2018:43:51%20GMT	http://sistemadulino.com.br/media/howWorks/bnccLogo.png	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/bnccLogo.png	(from https://sistemadulino.com.br/metodo-c2e)
15:44:46	67115/67115	---M--	200	added ('OK')	image/jpeg	etag:%22media/howWorks/imagem_menino.2f18c3b4b8.jpg%22	https://sistemadulino.com.br/media/howWorks/imagem_menino.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/imagem_menino.jpg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Oct%202024%2018:43:52%20GMT	http://sistemadulino.com.br/dulino_branco.svg	C:/https___sistemadulino.com.br/sistemadulino.com.br/dulino_branco.svg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:46	21038/21038	---M--	200	added ('OK')	image/png	etag:%22media/howWorks/bnccLogo.5940b01a29.png%22	https://sistemadulino.com.br/media/howWorks/bnccLogo.png	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/bnccLogo.png	(from https://sistemadulino.com.br/metodo-c2e)
15:44:46	4172/4172	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dulino_branco.220d7a4383.svg%22	https://sistemadulino.com.br/dulino_branco.svg	C:/https___sistemadulino.com.br/sistemadulino.com.br/dulino_branco.svg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:47	44300/44300	---M--	200	added ('OK')	image/jpeg	etag:%22media/howWorks/heroComoFuncionaMobile.6710925577.jpg%22	https://sistemadulino.com.br/media/howWorks/heroComoFuncionaMobile.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/heroComoFuncionaMobile.jpg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:47	74015/74015	---M--	200	added ('OK')	image/jpeg	etag:%22media/howWorks/heroComoFunciona.19a900a88a.jpg%22	https://sistemadulino.com.br/media/howWorks/heroComoFunciona.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/heroComoFunciona.jpg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Oct%202024%2018:43:53%20GMT	http://sistemadulino.com.br/media/howWorks/grid-img1.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/grid-img1.jpg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Oct%202024%2018:43:55%20GMT	http://sistemadulino.com.br/media/howWorks/grid-img4.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/grid-img4.jpg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:49	46753/46753	---M--	200	added ('OK')	image/jpeg	etag:%22media/howWorks/grid-img1.39d4ff6718.jpg%22	https://sistemadulino.com.br/media/howWorks/grid-img1.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/grid-img1.jpg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:49	27484/27484	---M--	200	added ('OK')	image/jpeg	etag:%22media/howWorks/grid-img4.9fdd0bca77.jpg%22	https://sistemadulino.com.br/media/howWorks/grid-img4.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/grid-img4.jpg	(from https://sistemadulino.com.br/metodo-c2e)
15:44:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Oct%202024%2018:43:55%20GMT	http://sistemadulino.com.br/media/howWorks/grid-img3.jpg	C:/https___sistemadulino.com.br/sistemadulino.com.br/media/howWorks/grid-img3.jpg	(from https://sistemadulino.com.br/metodo-c2e)
